Letterboxd list export v7
Date,Name,Tags,URL,Description
2022-12-31,Most Anticipated Movies of 2023,,https://boxd.it/jSQ74,

Position,Name,Year,URL,Description
1,Dune: Part Two,2024,https://boxd.it/pUfA,
2,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/l7zS,
3,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,
4,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,
5,Barbie,2023,https://boxd.it/bCLK,
6,Oppenheimer,2023,https://boxd.it/wUow,
7,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/nL2y,
8,Indiana Jones and the Dial of Destiny,2023,https://boxd.it/b8vM,
9,The Marvels,2023,https://boxd.it/mwU4,
